codigo_pdv;nome_pdv;razao_social;endereco;bairro;cidade;uf;cep;latitude;longitude;created_at;bandeira
80774;S80774 - COLOMBO - RUA FELIPE SCHIMIDT - 165 - FLORIANOPOLIS - SC;;RUA FELIPE SCHIMIDT, 165;CENTRO;FLORIANOPOLIS;SC;88010000;-2.759.676;-4.855.164;2026-02-09 21:05:02.063994+00;COLOMBO
67328;S00703 - ANGELONI - RUA 13 DE MAIO - 12 - LAGUNA - SC;;RUA 13 DE MAIO, 12;;LAGUNA;SC;88790000;-2.848.134;-4.878.302;2026-02-09 21:05:01.947218+00;COLOMBO
6664;S06664 - FRIGELAR - AVENIDA PROF FRANCISCO MORATO - 3205 - SAO PAULO - SP;;Avenida Prof Francisco Morato, 3205;;SAO PAULO;SP;5520000;-2.358.911;-467.288;2026-02-09 21:05:02.239959+00;FRIGELAR
4766;S04766 - HAVAN - PLAZA SHOPPING SAO JOSE RIO PRETO - SAO JOSE DO RIO PRETO - SP;;AVENIDA JOSE MUNIA, 4775;JARDIM REDENTOR;SAO JOSE DO RIO PRETO;SP;15085350;-2.082.688;-4.938.729;2026-02-09 21:05:01.598207+00;HAVAN
1805;S01805 - LIDER - AVENIDA CEARA - 518 - BELEM - PA;;Av. Ceará, nº 518;CANUDOS;BELEM;PA;66070080;-144.775;-4.846.124;2026-02-09 21:05:02.384876+00;LIDER
4053;S04053 - CLIMA RIO - RUA MIGUEL DE FRIAS - 254 - NITEROI - RJ;;Rua Miguel de Frias, 254;ICARAI;NITEROI;RJ;24220005;-228.996;-431.121;2026-02-09 21:05:01.598207+00;CLIMA RIO
21760;S21760 - COLOMBO - AVENIDA INDEPENDENCIA - 1065 - PALMEIRA DAS MISSOES - RS;;AVENIDA INDEPENDENCIA, 1065;;PALMEIRA DAS MISSOES;RS;98300000;-2.789.912;-5.331.139;2026-02-09 21:05:01.741346+00;COLOMBO
4251;S04251 - HAVAN - JOINVILLE GARTEN SHOPPING - JOINVILLE - SC;;AVENIDA ROLF WIEST, 333;BOM RETIRO;JOINVILLE;SC;89223005;-2.625.422;-488.521;2026-02-09 21:05:02.694969+00;HAVAN
7510;S07510 - HAVAN - AVENIDA GOVERNADOR JORGE TEIXEIRA - 2900 - PORTO VELHO - RO;;AVENIDA GOVERNADOR JORGE TEIXEIRA, 2900;INDUSTRIAL;PORTO VELHO;RO;76821002;-873.882;-6.388.949;2026-02-09 21:05:02.384876+00;HAVAN
6311;S06311 - FRIGELAR - AV. CEARA - 2308 - CAMPO GRANDE - MS;;Av. Ceará, 2308 - Vila Rica, Campo Grande - MS, 79022-391;VILA RICA;CAMPO GRANDE;MS;79022391;-204.459.119;-545.946.338;2026-02-09 21:05:02.384876+00;FRIGELAR
17142;S17142 - COLOMBO - RUA GAL OSORIO - 650 - PELOTAS - RS;;RUA GAL OSORIO, 650;CENTRO;PELOTAS;RS;96020000;-317.683;-5.234.359;2026-02-09 21:05:01.741346+00;COLOMBO
13919;S13919 - HAVAN - AVENIDA CARLOS ARTENCIO - 1002 - MARILIA - SP;;AVENIDA CARLOS ARTENCIO, 1002;FRAGATA;MARILIA;SP;17519255;-222.307.517;-499.234.947;2026-02-09 21:05:02.780508+00;HAVAN
3487;S03487 - FRIGELAR - AVENIDA AIRTON PRETINI - 321 - SAO PAULO - SP;;Avenida Airton Pretini, 321;PENHA;SAO PAULO;SP;3090000;-2.352.744;-4.655.545;2026-02-09 21:05:02.239959+00;FRIGELAR
16187;S16187 - HAVAN - RODOVIA BR 316 - 411 - ANANINDEUA - PA;;RODOVIA BR 316, 411;CENTRO;ANANINDEUA;PA;67030007;-139.689;-4.838.306;2026-02-09 21:05:02.384876+00;HAVAN
13080;S13080 - HAVAN - AVENIDA BRASIL LESTE - 2333 - PASSO FUNDO - RS;;AVENIDA BRASIL LESTE, 2333;PETROPOLIS;PASSO FUNDO;RS;99050073;-2.823.984;-5.237.807;2026-02-09 21:05:01.741346+00;HAVAN
5495;S05495 - HAVAN - RUA MARCELINO PIRES - 4118 - DOURADOS - MS;;RUA MARCELINO PIRES, 4118;JARDIM CARAMURU;DOURADOS;MS;79830000;-222.262.062;-547.888.312;2026-02-09 21:05:02.384876+00;HAVAN
9997;S09997 - HAVAN - SHOPPING JARDIM NORTE - JUIZ DE FORA - MG;;AVENIDA BRASIL, 6345;MARIANO PROCOPIO;JUIZ DE FORA;MG;36080060;-2.173.845;-4.337.237;2026-02-09 21:05:02.576155+00;HAVAN
1093;S01093 - RAMSONS - AVENIDA DJALMA BATISTA - 1661 - MANAUS - AM;;AVENIDA DJALMA BATISTA, 1661;SAO GERALDO;MANAUS;AM;69050000;-31.012.147;-600.254.046;2026-02-09 21:05:02.576155+00;RAMSONS
11703;S11703 - HAVAN - SHOPPING TAUBATE - TAUBATE - SP;;AVENIDA CHARLES SCHNNEIDER, 1700;VILA COSTA;TAUBATE;SP;12040900;-230.228.044;-455.818.434;2026-02-09 21:05:02.780508+00;HAVAN
4459;S04459 - FRIGELAR - RUA DINAMARCA - 225 - SAO JOSE DOS CAMPOS - SP;;Rua Dinamarca, 225, Vila Nair;JARDIM AEROPORTO;SAO JOSE DOS CAMPOS;SP;12231200;-232.120.418;-458.837.429;2026-02-09 21:05:02.239959+00;FRIGELAR
29744;S29744 - COLOMBO - AVENIDA AZENHA - 1286 - PORTO ALEGRE - RS;;AVENIDA AZENHA, 1286;AZENHA;PORTO ALEGRE;RS;90160007;-3.005.506;-5.121.466;2026-02-09 21:05:01.947218+00;COLOMBO
3202;S03202 - SUPERMERCADOSDB - AVENIDA COSME FERREIRA - 2540 - MANAUS - AM;;Ave. Cosme Ferreira Nº2540- Coroado;COROADO;MANAUS;AM;69082230;-30.741.406;-59.949.427;2026-02-09 21:05:02.384876+00;HIPER DB
78796;S78796 - COLOMBO - AVENIDA DUQUE DE CAXIAS - 725 - JAGUARUNA - SC;;AVENIDA DUQUE DE CAXIAS, 725;;JAGUARUNA;SC;88715000;-2.861.722;-4.902.555;2026-02-09 21:05:01.741346+00;COLOMBO
139;S00139 - UNIAR - AVENIDA. RUI FRAZAO SOARES - 121 - RIO DE JANEIRO - RJ;;Avenida. Rui Frazão Soares, 121 Lojas M,N,O – Alfa Barra 1, Barra Da Tijuca, Rio De Janeiro;BARRA DA TIJUCA;RIO DE JANEIRO;RJ;22793074;-230.098.639;-433.648.817;2026-02-09 21:05:01.598207+00;POLOAR
