código_pdv;nome_pdv;razao_social;status;endereco;bairro;cidade;uf;cep;latitude;longitude;created_at;bandeira
3192;03192 - COLOMBO - RUA JOSE MARIA DA LUZ - 2925 - PALHOCA - SC;8,98E+13;1;;CENTRO;PALHOCA;SC;88131000;-2.764.769;-4.866.708;2026-02-09 21:05:02.063994+00;COLOMBO
290;00290 - ANGELONI - RUA FELIPE SCHMIDT - 26 - CRICIUMA - SC;8,36E+13;1;;CENTRO;CRICIUMA;SC;88801240;-2.867.553;-4.936.548;2026-02-09 21:05:02.239959+00;ANGELONI
8149;08149 - FUJIOKA - PORTAL SHOPPING - GOIANIA - GO;1,01E+12;1;;CAPUAVA;GOIANIA;GO;;-1.665.415;-4.933.101;2026-02-09 21:05:02.384876+00;FUJIOKA
69533;69533 - COLOMBO - AVENIDA FEITORIA - 4825 - SAO LEOPOLDO - RS;8,98E+13;1;;FEITORIA;SAO LEOPOLDO;RS;93054265;-297.529;-5.109.363;2026-02-09 21:05:01.947218+00;COLOMBO
15296;15296 - HAVAN - ESTRADA ANTONIO SARTI - 137 - SERTAOZINHO - SP;7,94E+13;1;;SETOR INDUSTRIAL;SERTAOZINHO;SP;14176855;-211.445.933;-480.085.381;2026-02-09 21:05:02.780508+00;HAVAN
88244;88244 - COLOMBO - RUA SALDANHA MARINHO - 1489 - GUARAPUAVA - PR;8,98E+13;1;;CENTRO;GUARAPUAVA;PR;85010290;-2.539.522;-514.692;2026-02-09 21:05:02.694969+00;COLOMBO
8220;08220 - FUJIOKA - AVENIDA PARANOA - SN - BRASILIA - DF;1,01E+12;1;;PARANOA;BRASILIA;DF;71571710;-1.577.305;-4.777.971;2026-02-09 21:05:02.384876+00;FUJIOKA
15794;15794 - COLOMBO - RUA VISCONDE DO RIO BRANCO - 1507 - SAO SEPE - RS;8,98E+13;1;;;SAO SEPE;RS;97340000;-3.016.803;-5.356.921;2026-02-09 21:05:01.741346+00;COLOMBO
68138;68138 - COLOMBO - RUA JOSE ACHILES COLOMBO - 50 - FARROUPILHA - RS;8,98E+13;1;;SAO ROQUE;FARROUPILHA;RS;95176030;-2.922.092;-5.133.936;2026-02-09 21:05:01.947218+00;COLOMBO
82203;82203 - COLOMBO - RUA DR. JOAO CARLOS MACHADO - 856 - ARROIO DO MEIO - RS;8,98E+13;1;;;ARROIO DO MEIO;RS;95940000;-2.940.001;-5.194.613;2026-02-09 21:05:02.063994+00;COLOMBO
39626;39626 - COLOMBO - RUA INDUSTRIAL JOSE BEDUSCHI - 208 - GASPAR - SC;8,98E+13;1;;CENTRO;GASPAR;SC;89110001;-2.692.887;-4.895.065;2026-02-09 21:05:01.947218+00;COLOMBO
633;00633 - FRIOPECAS - RUA TEIXEIRA RIBEIRO - 275 - RIO DE JANEIRO - RJ;9,32E+12;1;;;RIO DE JANEIRO;RJ;21040450;-2.285.643;-4.324.962;2026-02-09 21:05:01.598207+00;FRIOPECAS
700;00700 - BHP - AV. SENADOR PINHEIRO MACHADO - 22 - SANTOS - SP;5,35E+13;1;;SANTOS;SANTOS;SP;11075000;-239.433.764.763.113;-463.308.219.058.717;2026-02-09 21:05:01.598207+00;BHP
19011;19011 - HAVAN - RODOVIA MT-208 - 3160 - ALTA FLORESTA - MT;7,94E+13;1;;;ALTA FLORESTA;MT;78580000;-990.189;-5.608.305;2026-02-09 21:05:02.384876+00;HAVAN
82637;82637 - COLOMBO - RUA CORIFEU AZEVEDO MARQUES - 221 - SAO JOAO DO IVAI - PR;8,98E+13;1;;CENTRO;SAO JOAO DO IVAI;PR;86930970;-2.399.469;-5.181.967;2026-02-09 21:05:02.694969+00;COLOMBO
16413;16413 - COLOMBO - AVENIDA ANGELO MACALOS - 504 - ESPUMOSO - RS;8,98E+13;1;;;ESPUMOSO;RS;99400000;-2.872.631;-5.284.714;2026-02-09 21:05:01.741346+00;COLOMBO
10725;10725 - COLOMBO - AVENIDA JULIO BORELLA - 1065 - MARAU - RS;8,98E+13;1;;;MARAU;RS;99150000;-2.844.398;-5.219.966;2026-02-09 21:05:02.239959+00;COLOMBO
5476;05476 - FUJIOKA - AVENIDA 24 DE OUTUBRO - 1487 - GOIANIA - GO;1,01E+12;1;;SETOR CAMPINAS;GOIANIA;GO;74505010;-1.666.878;-4.929.176;2026-02-09 21:05:02.384876+00;FUJIOKA
147;00147 - UNIAR - RUA SANTA CRUZ - 186 - PINDORAMA - SP;2,12E+13;1;;CENTRO;PINDORAMA;SP;15830019;-2.118.567;-4.890.733;2026-02-09 21:05:01.598207+00;POLOAR
69452;69452 - COLOMBO - AV NEREU RAMOS - 85 - BALNEARIO DE PICARRAS - SC;8,98E+13;1;;;BALNEARIO DE PICARRAS;SC;88380000;-2.677.311;-486.644;2026-02-09 21:05:01.947218+00;COLOMBO
10399;10399 - FUJIOKA - SENADOR CANEDO/GO;1,01E+12;1;;RODOVIARIO;SENADOR CANEDO;GO;74430180;-166.777.314;-493.121.901;2026-02-09 21:05:02.239959+00;FUJIOKA
72089;72089 - COLOMBO - AVENIDA PRESIDENTE KENNEDY - 600 - SAO JOSE - SC;8,98E+13;1;;CAMPINAS;SAO JOSE;SC;88101000;-2.760.088;-486.113;2026-02-09 21:05:01.741346+00;COLOMBO
34586;34586 - COLOMBO - RUA 700 - 401 - BALNEARIO CAMBORIU - SC;8,98E+13;1;;CENTRO;BALNEARIO CAMBORIU;SC;88330003;-2.699.084;-486.382;2026-02-09 21:05:01.947218+00;COLOMBO
78010;78010 - COLOMBO - AVENIDA EXPEDICIONARIO - 1183 - SARANDI - RS;8,98E+13;1;;;SARANDI;RS;99560000;-2.794.035;-5.292.125;2026-02-09 21:05:01.741346+00;COLOMBO
7196;07196 - HAVAN - RUA SANTA ADELIA - 2 - CAMPO GRANDE - MS;7,94E+13;1;;COHAFAMA;CAMPO GRANDE;MS;79006010;-2.047.758;-5.462.757;2026-02-09 21:05:02.384876+00;HAVAN
9625;09625 - FUJIOKA - AVENIDA GOIAS - 215 - GOIANESIA - GO;1,01E+12;1;;;GOIANESIA;GO;76380001;-1.532.821;-4.911.727;2026-02-09 21:05:02.239959+00;FUJIOKA
12698;12698 - COLOMBO - AVENIDA GETULIO VARGAS - 1830 - SANTIAGO - RS;8,98E+13;1;;;SANTIAGO;RS;97700000;-2.919.087;-5.486.835;2026-02-09 21:05:01.947218+00;COLOMBO
9806;09806 - HAVAN - RODOVIA BR 158 - 6000 - PATO BRANCO - PR;7,94E+13;1;;BORTOT;PATO BRANCO;PR;85503300;-262.153.175;-526.819.435;2026-02-09 21:05:02.694969+00;HAVAN
5774;05774 - DUFRIO - RUA DONA FRANCISCA - 4673 - JOINVILLE - SC;1,75E+12;1;;;JOINVILLE;SC;89221008;-2.626.834;-4.885.687;2026-02-09 21:05:02.694969+00;DUFRIO
84680;84680 - COLOMBO - AV SILVIO AMERICO SASDELLI - 1842 - FOZ DO IGUACU - PR;8,98E+13;1;;ITAIPU A;FOZ DO IGUACU;PR;85866000;-2.549.451;-5.456.334;2026-02-09 21:05:02.694969+00;COLOMBO
86705;86705 - COLOMBO - AVENIDA ASSIS BRASIL - 8600 - PORTO ALEGRE - RS;8,98E+13;1;;SARANDI;PORTO ALEGRE;RS;91140000;-2.997.978;-5.111.469;2026-02-09 21:05:01.598207+00;COLOMBO
81150;81150 - COLOMBO - AVENIDA MAURICIO CARDOSO - 286 - FELIZ - RS;8,98E+13;1;;;FELIZ;RS;95770000;-2.945.231;-5.130.677;2026-02-09 21:05:02.063994+00;COLOMBO
6386;06386 - HAVAN - RUA DA AGRICULTURA - 840 - SANTA BARBARA D OESTE - SP;7,94E+13;1;;LOTEAMENTO INDUSTRIAL;SANTA BARBARA D OESTE;SP;13454000;-2.274.626;-4.736.366;2026-02-09 21:05:01.598207+00;HAVAN
88163;88163 - COLOMBO - RUA DOS IMIGRANTES - 96 - NOVA VENEZA - SC;8,98E+13;1;;;NOVA VENEZA;SC;88865000;-2.863.709;-495.007;2026-02-09 21:05:01.598207+00;COLOMBO
5802;05802 - COLOMBO - AVENIDA SEVERIANO DE ALMEIDA - 508 - GETULIO VARGAS - RS;8,98E+13;1;;;GETULIO VARGAS;RS;99900000;-2.788.472;-5.222.473;2026-02-09 21:05:02.063994+00;COLOMBO
850;00850 - HAVAN - RODOVIA ANTONIO HEIL - 250 - BRUSQUE - SC;7,94E+13;1;;CENTRO II;BRUSQUE;SC;88353100;-2.709.853;-4.890.556;2026-02-09 21:05:02.239959+00;HAVAN
7474;07474 - FRIGELAR - AV SANTOS DUMONT - 4806 - LAURO DE FREITAS - BA;9,27E+13;1;;;LAURO DE FREITAS;BA;42701260;-1.288.323;-3.831.608;2026-02-09 21:05:02.239959+00;FRIGELAR
1800;01800 - UNIAR - AVENIDA NOVE DE JULHO - 5599 - SAO PAULO - SP;1,89E+13;1;;SAO PAULO;SAO PAULO;SP;1407200;-2.358.044;-4.667.868;2026-02-09 21:05:01.598207+00;POLOAR
471;00471 - FRIOPECAS - AVENIDA. JK - 960 - GOVERNADOR VALADARES - MG;9,32E+12;1;;VILA BRETAS;GOVERNADOR VALADARES;MG;35030412;-1.887.023;-4.195.641;2026-02-09 21:05:01.598207+00;FRIOPECAS
18554;18554 - REGIONAL SUL - HAVAN - MANAUS - MONTE DAS OLIVEIRAS - AM;7,94E+13;1;;MONTE DAS OLIVEIRAS;MANAUS;AM;69093149;-30.001.514;-599.987.363;2026-02-09 21:05:02.384876+00;HAVAN
25323;25323 - COLOMBO - RUA GETULIO VARGAS - 767 - CANOINHAS - SC;8,98E+13;1;;CENTRO;CANOINHAS;SC;89460046;-261.754;-5.038.999;2026-02-09 21:05:01.741346+00;COLOMBO
3603;03603 - HAVAN - SHOPPING AVENIDA CENTER - MARINGA - PR;7,94E+13;1;;ARMAZEM;MARINGA;PR;87020035;-2.341.851;-5.193.093;2026-02-09 21:05:02.694969+00;HAVAN
76157;76157 - COLOMBO - RUA HERCILIO LUZ - 381 - ITAJAI - SC;8,98E+13;1;;CENTRO;ITAJAI;SC;88301001;-2.690.585;-4.865.841;2026-02-09 21:05:01.741346+00;COLOMBO
8087;08087 - HAVAN - RUA TRANSAMAZONICA - 3159 - MARABA - PA;7,94E+13;1;;AMAPA;MARABA;PA;68502290;-537.305;-4.913.458;2026-02-09 21:05:02.384876+00;HAVAN
82041;82041 - COLOMBO - RUA NICOLAU KLUPPEL NETO - 1304 - PONTA GROSSA - PR;8,98E+13;1;;CONTORNO;PONTA GROSSA;PR;84061000;-2.509.947;-5.020.176;2026-02-09 21:05:02.694969+00;COLOMBO
17738;17738 - COLOMBO - AVENIDA AZENHA - SN - PORTO ALEGRE - RS;8,98E+13;1;;AZENHA;PORTO ALEGRE;RS;90160002;-300.528;-5.121.373;2026-02-09 21:05:02.063994+00;COLOMBO
51677;51677 - COLOMBO - AVENIDA BRASIL - 629 - PORTAO - RS;8,98E+13;1;;;PORTAO;RS;93180000;-296.968;-5.123.561;2026-02-09 21:05:01.947218+00;COLOMBO
5819;05819 - HAVAN - SHOPPING PANTANAL - CUIABA - MT;7,94E+13;1;;JARDIM ACLIMACAO;CUIABA;MT;78020250;-155.753;-560.732;2026-02-09 21:05:02.384876+00;HAVAN
11101;11101 - COLOMBO - RUA NOSSA SRA DA CONCEICAO - 153 - SAPUCAIA DO SUL - RS;8,98E+13;1;;CENTRO;SAPUCAIA DO SUL;RS;93220270;-2.982.378;-5.114.759;2026-02-09 21:05:02.239959+00;COLOMBO
48960;48960 - COLOMBO - AVENIDA JULIO DE CASTILHOS - 413 - RESTINGA SECA - RS;8,98E+13;1;;;RESTINGA SECA;RS;97200000;-2.981.575;-5.337.445;2026-02-09 21:05:01.947218+00;COLOMBO
6108;06108 - COLOMBO - RUA JULIO DE CASTILHOS - 648 - CAMAQUA - RS;8,98E+13;1;;;CAMAQUA;RS;96180000;-3.085.012;-5.181.266;2026-02-09 21:05:02.063994+00;COLOMBO
29400;29400 - COLOMBO - RUA JORGE ZIPPERER - 243 - RIO NEGRINHO - SC;8,98E+13;1;;;RIO NEGRINHO;SC;89295000;-2.625.663;-4.951.702;2026-02-09 21:05:01.947218+00;COLOMBO
71945;71945 - COLOMBO - RUA ANITA GARIBALDI - 283 - ICARA - SC;8,98E+13;1;;;ICARA;SC;88820000;-28.715;-4.929.959;2026-02-09 21:05:01.741346+00;COLOMBO
80340;80340 - COLOMBO - AVENIDA NICOLAU INACIO - 1197 - SALTO DO LONTRA - PR;8,98E+13;1;;;SALTO DO LONTRA;PR;85670000;-2.578.226;-5.330.801;2026-02-09 21:05:02.694969+00;COLOMBO
5217;05217 - COLOMBO - AVENIDA PEDRO ADAMS FILHO - 5273 - NOVO HAMBURGO - RS;8,98E+13;1;;CENTRO;NOVO HAMBURGO;RS;93510025;-2.968.621;-5.112.963;2026-02-09 21:05:02.063994+00;COLOMBO
12866;12866 - HAVAN - SHOPPING JARAGUA - ARARAQUARA - ARARAQUARA - SP;7,94E+13;1;;JARDIM DOS MANACAS;ARARAQUARA;SP;14801600;-2.178.434;-4.820.015;2026-02-09 21:05:01.598207+00;HAVAN
75690;75690 - COLOMBO - RUA CESAR CARELLI - 217 - FAZENDA RIO GRANDE - PR;8,98E+13;1;;PIONEIROS;FAZENDA RIO GRANDE;PR;83833054;-2.564.481;-493.153;2026-02-09 21:05:02.694969+00;COLOMBO
15377;15377 - HAVAN - AVENIDA SAO PEDRO E - 2242 - CHAPECO - SC;7,94E+13;1;;ENGENHO BRAUN;CHAPECO;SC;89809440;-270.945.067;-526.389.664;2026-02-09 21:05:01.741346+00;HAVAN
3156;03156 - FERREIRA COSTA - SALVADOR/BA;1,02E+13;1;;BARRIS;SALVADOR;BA;40070055;-1.298.703;-3.851.598;2026-02-09 21:05:02.239959+00;FERREIRA COSTA
9300;09300 - HAVAN - AVENIDA DO ESTADO DALMO VIEIRA - 4300 - BALNEARIO CAMBORIU - SC;7,94E+13;1;;CENTRO;BALNEARIO CAMBORIU;SC;88339055;-269.917.662;-486.443.507;2026-02-09 21:05:01.947218+00;HAVAN
26052;26052 - COLOMBO - AVENIDA WINSTON CHURCHILL - 2491 - CURITIBA - PR;8,98E+13;1;;CAPAO RASO;CURITIBA;PR;81150050;-2.551.829;-4.929.553;2026-02-09 21:05:02.576155+00;COLOMBO
9980;09980 - COLOMBO - RUA JOSE BONIFACIO - 388 - IJUI - RS;8,98E+13;1;;;IJUI;RS;98700000;-2.838.928;-5.391.325;2026-02-09 21:05:01.947218+00;COLOMBO
13676;13676 - REGIONAL SUL - HAVAN - 0139 - MOGI MIRIM - JARDIM SCOMPARIM - SP;7,94E+13;1;;JARDIM SCOMPARIM;MOGI MIRIM;SP;13806635;-224.010.793;-469.723.316;2026-02-09 21:05:02.780508+00;HAVAN
445;00445 - RAMSONS - AMAZONAS SHOPPING - MANAUS - AM;3,34E+12;1;;PARQUE 10 DE NOVEMBRO;MANAUS;AM;69053000;-309.460.280.836.082;-600.231.175.745.005;2026-02-09 21:05:02.384876+00;RAMSONS
80502;80502 - COLOMBO - RUA FARROUPILHA - 271 - SAO MIGUEL DO IGUACU - PR;8,98E+13;1;;;SAO MIGUEL DO IGUACU;PR;85877000;-2.534.609;-5.424.028;2026-02-09 21:05:02.694969+00;COLOMBO
8320;08320 - HAVAN - AVENIDA LIONS INTERNACIONAL - SN - TANGARA DA SERRA - MT;7,94E+13;1;;CENTRO;TANGARA DA SERRA;MT;78300000;-1.463.025;-5.752.616;2026-02-09 21:05:02.384876+00;HAVAN
25404;25404 - COLOMBO - RUA DO COMERCIO - 318 - CONCORDIA - SC;8,98E+13;1;;CENTRO;CONCORDIA;SC;89700001;-2.723.006;-52.027;2026-02-09 21:05:01.741346+00;COLOMBO
1000;01000 - DUFRIO - R. ENG. ALBERT LEIMER - 200 - GUARULHOS - SP;1,75E+12;1;;JARDIM SAO GERALDO;GUARULHOS;SP;7140020;-234.397.316;-465.063.539;2026-02-09 21:05:02.239959+00;DUFRIO
12009;12009 - HAVAN - RUA ALMIRANTE JACEGUAY - 2935 - JOINVILLE - SC;7,94E+13;1;;COSTA E SILVA;JOINVILLE;SC;89220055;-2.627.395;-4.888.007;2026-02-09 21:05:02.694969+00;HAVAN
366;00366 - AMBIENTE - AVENIDA TIRADENTES - 386 - LONDRINA - PR;9,69E+12;1;;JD SHANGRI;LONDRINA;PR;86070545;-2.330.149;-5.117.719;2026-02-09 21:05:02.694969+00;AMBIENTE
4611;04611 - DUFRIO - AVENIDA CRISTIANO MACHADO - 8889 - BELO HORIZONTE - MG;1,75E+12;1;;;BELO HORIZONTE;MG;31741401;-198.565;-4.393.516;2026-02-09 21:05:02.576155+00;DUFRIO
462;00462 - DUFRIO - AVENIDA GENERAL MAC ARTHUR - 1595 - RECIFE - PE;1,75E+12;1;;;RECIFE;PE;51150400;-811.036;-3.490.668;2026-02-09 21:05:01.598207+00;DUFRIO
73808;73808 - COLOMBO - AVENIDA 29 DE ABRIL - 406 - GUARATUBA - PR;8,98E+13;1;;;GUARATUBA;PR;83280000;-2.587.379;-4.857.582;2026-02-09 21:05:02.576155+00;COLOMBO
1704;01704 - CLIMA RIO - RUA PARAIBUNA - 667 - SAO JOSE DOS CAMPOS - SP;8,82E+12;1;;JARDIM SAO DIMAS;SAO JOSE DOS CAMPOS;SP;12245020;-2.319.799;-4.588.711;2026-02-09 21:05:02.239959+00;CLIMA RIO
9130;09130 - HAVAN - RODOVIA BR 369 - SN - ARAPONGAS - PR;7,94E+13;1;;PARQUE INDUSTRIAL IV;ARAPONGAS;PR;86706430;-234.207.983;-514.249.769;2026-02-09 21:05:02.694969+00;HAVAN
10210;10210 - COLOMBO - AVENIDA SANTA CRUZ - 428 - SANTA ROSA - RS;8,98E+13;1;;CENTRO;SANTA ROSA;RS;98780001;-2.786.992;-5.447.981;2026-02-09 21:05:02.239959+00;COLOMBO
1155;01155 - HAVAN - SHOPPING NEUMARKT - BLUMENAU - SC;7,94E+13;1;;CENTRO;BLUMENAU;SC;89010911;-2.691.963;-4.906.882;2026-02-09 21:05:02.063994+00;HAVAN
178;00178 - UNIAR - AVENIDA. WASHINGTON LUIS - 1.755 - SOROCABA - SP;3,37E+13;1;;;SOROCABA;SP;18046700;-2.351.778;-4.747.162;2026-02-09 21:05:02.239959+00;STR
83528;83528 - COLOMBO - RUA PEABIRU - 439 - CRUZEIRO DO OESTE - PR;8,98E+13;1;;;CRUZEIRO DO OESTE;PR;87400000;-2.378.171;-5.307.229;2026-02-09 21:05:02.694969+00;COLOMBO
135;00135 - CENTRAL AR - FRANQUIA LAGOS/RJ;4,52E+13;1;;UNAMAR (TAMOIOS);CABO FRIO;RJ;28928536;-226.491.167;-420.056.277;2026-02-09 21:05:01.598207+00;CENTRAL AR
5204;05204 - FUJIOKA - BURITI SHOPPING APARECIDA DE GOIANIA - APARECIDA DE GOIANIA - GO;1,01E+12;1;;VILA SAO TOMAZ;GOIANIA;GO;;-1.676.692;-4.934.378;2026-02-09 21:05:02.384876+00;FUJIOKA
10984;10984 - FUJIOKA - BURITI SHOPPING RIO VERDE - RIO VERDE - GO;1,01E+12;1;;SOLAR CAMPESTRE;RIO VERDE;GO;75907580;-178.180.034;-509.429.054;2026-02-09 21:05:02.239959+00;FUJIOKA
3940;03940 - COLOMBO - RUA SAO PEDRO - 511 - GRAMADO - RS;8,98E+13;1;;;GRAMADO;RS;95670000;-2.937.748;-5.087.612;2026-02-09 21:05:02.063994+00;COLOMBO
67409;67409 - COLOMBO - AVENIDA DO ESTADO DALMO VIEIRA - 3280 - BALNEARIO CAMBORIU - SC;8,98E+13;1;;NACOES;BALNEARIO CAMBORIU;SC;88338065;-2.698.445;-4.863.999;2026-02-09 21:05:01.947218+00;COLOMBO
7005;07005 - HAVAN - AV ITAVUVU - 2891 - SOROCABA - SP;7,94E+13;1;;JARDIM SANTA CECILIA;SOROCABA;SP;18078005;-234.591.371;-474.802.241;2026-02-09 21:05:02.780508+00;HAVAN
2146;02146 - RAMSONS - SHOPPING MANAUS VIA NORTE - MANAUS - AM;3,34E+12;1;;MONTE DAS OLIVEIRAS;MANAUS;AM;69093149;-30.001.514;-599.987.363;2026-02-09 21:05:02.384876+00;RAMSONS
32613;32613 - COLOMBO - AVENIDA XV DE NOVEMBRO - 818 - CORNELIO PROCOPIO - PR;8,98E+13;1;;;CORNELIO PROCOPIO;PR;86300000;-2.318.347;-5.064.861;2026-02-09 21:05:02.576155+00;COLOMBO
18120;18120 - HAVAN - AVENIDA DON LUIZ GUANELLA - 1201 - CANELA - RS;7,94E+13;1;;SAO JOSE;CANELA;RS;95680992;-2.936.027;-5.083.915;2026-02-09 21:05:02.063994+00;HAVAN
10059;10059 - COLOMBO - AVENIDA INDEPENDENCIA - 762 - SAO LEOPOLDO - RS;8,98E+13;1;;CENTRO;SAO LEOPOLDO;RS;93010003;-2.976.641;-511.457;2026-02-09 21:05:01.947218+00;COLOMBO
8591;08591 - HAVAN - AVENIDA DA EMANCIPACAO - 2130 - HORTOLANDIA - SP;7,94E+13;1;;PARQUE DOS PINHEIROS;HORTOLANDIA;SP;13184654;-2.288.722;-471.942;2026-02-09 21:05:01.598207+00;HAVAN
228;00228 - CLIMA RIO - AVENIDA LOBO JUNIOR - 1184 - RIO DE JANEIRO - RJ;8,82E+12;1;;PENHA CIRCULAR;RIO DE JANEIRO;RJ;21010001;-228.311;-432.784;2026-02-09 21:05:01.598207+00;CLIMA RIO
1572;01572 - COLOMBO - RUA JULIO DE CASTILHOS - 719 - FARROUPILHA - RS;8,98E+13;1;;CENTRO;FARROUPILHA;RS;95170480;-2.923.001;-5.134.547;2026-02-09 21:05:02.063994+00;COLOMBO
66437;66437 - COLOMBO - RUA JOSE FRANCISCO BERNARDES - 963 - CAMBORIU - SC;8,98E+13;1;;AREIAS;CAMBORIU;SC;88345006;-2.703.123;-4.865.684;2026-02-09 21:05:01.947218+00;COLOMBO
85067;85067 - COLOMBO - RUA DOUTOR GENARO RESENDE - 1106 - CAMBARA - PR;8,98E+13;1;;;CAMBARA;PR;86390000;-2.304.608;-5.007.036;2026-02-09 21:05:02.694969+00;COLOMBO
7096;07096 - FUJIOKA - AVENIDA T9 - 3311 - GOIANIA - GO;1,01E+12;1;;JARDIM AMERICA;GOIANIA;GO;74255220;-1.670.941;-492.915;2026-02-09 21:05:02.384876+00;FUJIOKA
1983;01983 - UNIAR - AVENIDA SUPLICY - 443 - GUARULHOS - SP;1,89E+13;1;;JARDIM SANTA MENA;GUARULHOS;SP;7096000;-2.344.903;-46.54;2026-02-09 21:05:02.239959+00;STR
80693;80693 - COLOMBO - AVENIDA VISCONDE DO RIO GRANDE - 1235 - BARRA DO RIBEIRO - RS;8,98E+13;1;;;BARRA DO RIBEIRO;RS;92870000;-3.029.747;-5.130.389;2026-02-09 21:05:02.063994+00;COLOMBO
2433;02433 - CLIMA RIO - AV. FRANCISCO BERNARDINO - 447 - JUIZ DE FORA - MG;8,82E+12;1;;CENTRO;JUIZ DE FORA;MG;36013100;-2.175.634;-433.477;2026-02-09 21:05:02.576155+00;CLIMA RIO
5719;05719 - FUJIOKA - SHOPPING ARAGUAIA - GOIANIA - GO;1,01E+12;1;;SETOR CENTRAL;GOIANIA;GO;74063920;-166.585.915;-492.597.107;2026-02-09 21:05:02.384876+00;FUJIOKA
607;00607 - RAMSONS - SHOPPING DB PONTA NEGRA - MANAUS - AM;3,34E+12;1;;NOVA ESPERANCA;MANAUS;AM;69037473;-30.897.053;-600.566.635;2026-02-09 21:05:02.384876+00;RAMSONS
32290;32290 - COLOMBO - AVENIDA GOIAS - 702 - CIANORTE - PR;8,98E+13;1;;;CIANORTE;PR;87200268;-236.576;-5.260.496;2026-02-09 21:05:02.576155+00;COLOMBO
17078;17078 - REGIONAL SUL - HAVAN - ARACAJU - NOVO PARAISO - SE;7,94E+13;1;;NOVO PARAISO;ARACAJU;SE;49082600;-1.090.891;-3.709.093;2026-02-09 21:05:01.598207+00;HAVAN
87191;87191 - COLOMBO - RUA BENJAMIN CONSTANT - 1205 - LONDRINA - PR;8,98E+13;1;;CENTRO;LONDRINA;PR;86010350;-2.330.873;-5.116.224;2026-02-09 21:05:02.694969+00;COLOMBO
10308;10308 - HAVAN - AVENIDA PREFEITO SAMUEL BATISTA CRUZ - SN - LINHARES - ES;7,94E+13;1;;TRES BARRAS;LINHARES;ES;29907380;-1.937.594;-4.006.649;2026-02-09 21:05:02.576155+00;HAVAN
27105;27105 - COLOMBO - RUA MARECHAL FLORIANO - 1020 - OSORIO - RS;8,98E+13;1;;;OSORIO;RS;95520000;-2.988.845;-5.027.072;2026-02-09 21:05:01.741346+00;COLOMBO
26133;26133 - COLOMBO - AVENIDA PARANA - 4740 - UMUARAMA - PR;8,98E+13;1;;;UMUARAMA;PR;87502000;-2.375.868;-5.329.767;2026-02-09 21:05:02.576155+00;COLOMBO
5773;05773 - FRIGELAR - AVENIDA JOAO XXIII - 1445, - TERESINA - PI;9,27E+13;1;;JOQUEI;TERESINA;PI;64049010;-50.802;-4.278.514;2026-02-09 21:05:02.239959+00;FRIGELAR
30670;30670 - COLOMBO - RUA 1 DE MAIO - 385 - CHARQUEADAS - RS;8,98E+13;1;;;CHARQUEADAS;RS;96745000;-2.995.422;-5.162.491;2026-02-09 21:05:01.947218+00;COLOMBO
410;00410 - COLOMBO - RUA VENANCIO AIRES - 823 - SAO MARCOS - RS;8,98E+13;1;;;SAO MARCOS;RS;95190000;-2.896.988;-5.106.705;2026-02-09 21:05:02.239959+00;COLOMBO
4245;04245 - COLOMBO - RUA BUARQUE DE MACEDO - 4013 - CARLOS BARBOSA - RS;8,98E+13;1;;;CARLOS BARBOSA;RS;95185000;-2.929.574;-515.013;2026-02-09 21:05:02.063994+00;COLOMBO
60315;60315 - COLOMBO - AVENIDA LIBERDADE - 1450 - VIAMAO - RS;8,98E+13;1;;SANTA ISABEL;VIAMAO;RS;94480500;-3.006.861;-5.110.662;2026-02-09 21:05:01.947218+00;COLOMBO
3794;03794 - HAVAN - AVENIDA DESEMBARGADOR HUGO SIMAS - 745 - CURITIBA - PR;7,94E+13;1;;BOM RETIRO;CURITIBA;PR;80520250;-2.541.226;-4.928.007;2026-02-09 21:05:02.694969+00;HAVAN
28500;28500 - COLOMBO - RUA PAULO ZIMMERMANN - 53 - POMERODE - SC;8,98E+13;1;;;POMERODE;SC;89107000;-267.374;-49.176;2026-02-09 21:05:01.947218+00;COLOMBO
5142;05142 - HAVAN - RODOVIA BR 470 - 7000 - RIO DO SUL - SC;7,94E+13;1;;CANTA GALO;RIO DO SUL;SC;89160001;-272.021.719;-496.351.564;2026-02-09 21:05:02.239959+00;HAVAN
1740;01740 - HAVAN - SHOPPING TOTAL - CURITIBA - CURITIBA - PR;7,94E+13;1;;PORTAO;CURITIBA;PR;81070150;-2.547.936;-4.929.553;2026-02-09 21:05:02.694969+00;HAVAN
71279;71279 - COLOMBO - AVENIDA MARECHAL DEODORO - 65 - TUBARAO - SC;8,98E+13;1;;CENTRO;TUBARAO;SC;88701010;-2.848.194;-4.900.889;2026-02-09 21:05:01.947218+00;COLOMBO
17744;17744 - HAVAN - RUA BUENOS AIRES - 186 - PORTO VELHO - RO;7,94E+13;1;;NOVA PORTO VELHO;PORTO VELHO;RO;76820086;-87.728.586;-63.877.861;2026-02-09 21:05:02.384876+00;HAVAN
15105;15105 - REGIONAL SUL - HAVAN - BOTUCATU - VILA ASSUMPCAO - SP;7,94E+13;1;;VILA ASSUMPCAO;BOTUCATU;SP;18606070;-2.289.947;-4.844.844;2026-02-09 21:05:02.780508+00;HAVAN
